uid,smiles,similarity
LTS0072997,CNC(C(O)=NC1C(O)=NC(c2ccc(OC3OC(CO)C(O)C(O)C3O)c(Cl)c2)C(O)=NC2C(O)=NC3C(O)=NC(C(O)=NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(N)C(O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(N)C(O)C(C)O2)Oc2ccc(cc2)C1OC1OC(CO)C(O)C(O)C1O)c1ccc(OC2OC(C)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1,0.3958333333333333
LTS0226903,CN[C@@H](C(O)=N[C@@H]1C(O)=N[C@@H](c2ccc(O)c(Cl)c2)C(O)=N[C@H]2C(O)=N[C@H]3C(O)=N[C@H](C(O)=NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@@H](N)[C@@H](O)[C@@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O[C@@H]2C[C@@H](N)[C@@H](O)[C@@H](C)O2)Oc2ccc(cc2)[C@@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)c1ccc(O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2OC)cc1,0.3958333333333333
NPA025828,CCCCC[C@@H]1CC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)O1,0.3956043956043956
NPA020316,CCCC1C(O1)C(=O)N[C@@H](CO)C(=O)N[C@H]2[C@H](OC(=O)/C(=C/C3=CNC4=CC=CC=C43)/NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC2=O)CC5=CNC6=CC=CC=C65)CC(=O)O)CC(=O)O)C7=CC=C(C=C7)O)CC(=O)O)[C@@H](C(=O)N)OP(=O)(O)O)CCC(=O)O)C,0.3954802259887006
NPA027201,CC[C@H](C)C(NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=C[NH]C2=CC=CC=C12)C(=O)N[C@@H](CC1=CN=C[NH]1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC1=C[NH]C2=CC=CC=C12)C(=O)NC(C(=O)O)[C@@H](C)O,0.3947368421052632
NPA009911,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N1)CC2=CC=CC=C2)NC(=O)CCCCCCCCCCCCCCCCCCN=C(N)N)C)CC(=O)O)CCN,0.39436619718309857
NPA024755,CCCCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC(C)C)CC(C)C)CCC(=O)N)CC(C)C)CC(C)C)C)O,0.39436619718309857
NPA024753,CCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC(C)C)CC(C)C)CCC(=O)N)CC(C)C)CC(C)C)C)O,0.39436619718309857
NPA001035,CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC2=CC=CC=C2)CCC(=O)N)CO)CCCCN)CC3=CC=CC=C3,0.3939393939393939
NPA003047,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@H]([C@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCN)C(=O)O1,0.3933333333333333
NPA028841,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=C[NH]C3=CC=CC=C23)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=C[NH]C3=CC=CC=C23)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)CNC1=O,0.3933333333333333
NPA028851,CC(C)[C@@H]1NC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2=C[NH]C3=CC=CC=C23)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@@H]2CCCN2C1=O,0.3933333333333333
NPA025690,CCCCCCCCCCCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@H](CO)C(=O)N[C@H]1CCCNC(=O)[C@@H](CCCN(O)N=O)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN(O)N=O)NC1=O)[C@@H](O)C(=O)O,0.3931623931623932
NPA026209,CCCCCCC/C=C\C(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)OC1C,0.3931034482758621
NPA007278,CCCCCCC[C@@H](CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]1C(OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)CC)CC(C)C)CO)CC(C)C)CO)CC(C)C)C)O,0.3931034482758621
NPA032004,C[C@@H]1OC(=O)/C(=C/C2=CNC3=CC=CC=C23)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H]([C@@H](O)C(N)=O)NC(=O)CNC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](C2=CC=C(O)C=C2)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@@H]1NC(=O)[C@H](N)CO,0.392638036809816
NPA028785,CCC(C)C1NC(=O)C(NC(=O)NC(CCCN=C(N)N)C(=O)O)CCCCNC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(=O)NC)NC(=O)C(CCC2=CC=CC=C2)NC1=O,0.392
NPA013990,CCC(C)C1C(=O)OCCCCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)CCCCO)CCCCN)CC3=CC=C(C=C3)O)C(C)O)CCC(=O)O)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCC(=O)N)NC(=O)C5CCCN5,0.3916083916083916
NPA002236,CCC(C)C1C(=O)OCCCCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)CCCCO)CCCN)CC3=CC=C(C=C3)O)C(C)O)CCC(=O)O)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCC(=O)N)NC(=O)C5CCCN5,0.3916083916083916
NPA021993,CCCCCC[C@H](C)[C@@H]1CC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)CCSC)C)CC(C)C)C(C)C,0.39130434782608703
NPA012338,CCCCCC[C@H](C)[C@@H]1CC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)CCSC)C)CC(C)C)C(C)C,0.39130434782608703
NPA020380,CCCCCCCCCCCCCCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCN)CO)C(C)C)CCCCN)CO)[C@@H](C)CC)C(C)C)CCCCN)[C@@H](C)CC)C,0.39102564102564097
NPA009014,CC[C@@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC(C)C)CC(C)C)CC2=CNC3=CC=CC=C32)CC(=O)N,0.3909774436090225
NPA018231,CC[C@H](C)[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(C)C)CC2=CNC3=CC=CC=C32)CC(=O)N)[C@H](C)CC,0.3909774436090225
NPA000971,CC(C)CCCCCCCCCC1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)O1)CC(=O)O)C(C)C)CC3=CNC4=CC=CC=C43)CC5=CNC6=C5C=C(C=C6)O)CCCNC(=O)N)C(C)C)CC7=CN=CN7)CCCN,0.3909774436090225
NPA010987,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC2=CC=CC=C2)CC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=C(C=C3)O)N)CCSC,0.390625
NPA006544,CC(C)CCCCCCCCCCC1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CO)CC(=O)N)CCC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)O,0.39
NPA012682,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCCC[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N1)CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)NC(=O)C)C(C)C,0.3898305084745763
NPA002451,CCC(C)C1NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C(O)NC(=O)C(CCCN)NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C(NC(=O)C(CCC(O)=O)NC(=O)C(C)NC(=O)C(CC(O)COC1=O)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CCC(N)=O)NC(=O)[C@@H]1CCCN1)C(C)O,0.3888888888888889
NPA018554,CCCCCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CCCCN)O)[C@@H](C)CC)C)CC3=CC=C(C=C3)O)C(C)C)C,0.3888888888888889
NPA021248,CC(C)CCCCCCCCCCCC(CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1CC2=CC=C(C=C2)OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3CCCN3C(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)O)CCC(=O)O)C(C)C)CCC(=O)N)CC4=CC=C(C=C4)O)C(C)C)O,0.3888888888888889
NPA026210,CCCCCCC/C=C\C(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)OC1C,0.3888888888888889
NPA022837,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)[C@H](C)CC)C(C)C)C)C(C)C)CC(C)C)CC2=CC=CC=C2,0.3883495145631068
NPA022824,CC[C@@H](C)[C@@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)C(C)C)C)C(C)C)CC(C)C)CC2=CC=CC=C2)C(C)C)CCCCN,0.3883495145631068
NPA004501,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)[C@H](C)CC)C(C)C)C)[C@@H](C)CC)CC(C)C)CC2=CC=CC=C2,0.3883495145631068
NPA008101,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)C)[C@@H](C)CC)CC(C)C)CC2=CC=CC=C2)[C@@H](C)CC)CCCCN)C(C)C,0.3883495145631068
NPA012867,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)C)C(C)C)CC(C)C)CC2=CC=CC=C2)[C@@H](C)CC)CCCCN)[C@H](C)CC,0.3883495145631068
NPA011659,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)C)[C@@H](C)CC)CC(C)C)CC2=CC=CC=C2)C(C)C)CCCCN)[C@H](C)CC,0.3883495145631068
NPA027286,CCC(C)C(NC(=O)NC1CCCCNC(=O)C(CC2=CC=CC=C2)NC(=O)C(C)NC(=O)C(CCC2=CC=CC=C2)NC(=O)C(C(C)CC)NC1=O)C(=O)O,0.3879310344827586
NPA023397,CCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCN=C(N)N)C(=O)NC2CCC(O)N(C2=O)C(CC2=CC=CC=C2)C(=O)N(C)C(CC2=CC=CC=C2)C(=O)NC(C(C)C)C(=O)OC1C,0.3875
NPA014536,CC(C)CCCCCCCCCC(CC(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)NC1CCCCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCCCN)CCCCN)CCCCN)CCCCN)O,0.38738738738738737
NPA016970,CC(C)CCCCCCCCCCC1CC(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4CCC(C4C(=O)NC(C(=O)O1)C(C(=O)O)O)O)CO)C(C(=O)O)O)CCCN=C(N)N)C(C)O,0.38738738738738737
NPA004816,CC(C)CCCCCCCCC(CC(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)NC1CCCCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCCCN)CCCCN)CCCCN)CCCCN)O,0.38738738738738737
NPA013040,CC(C)CCCCCCCCC1CC(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4CCC(C4C(=O)NC(C(=O)O1)C(C(=O)O)O)O)CO)C(C(=O)O)O)CCCN=C(N)N)C(C)O,0.38738738738738737
NPA001769,CC(C)CCCCCCC1CC(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4CCC(C4C(=O)NC(C(=O)O1)C(C(=O)O)O)O)CO)C(C(=O)O)O)CCCN=C(N)N)C(C)O,0.38738738738738737
NPA012846,CC(C)CCCCCCCC1CC(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4CCC(C4C(=O)NC(C(=O)O1)C(C(=O)O)O)O)CO)C(C(=O)O)O)CCCN=C(N)N)C(C)O,0.38738738738738737
NPA010637,CC(C)CCCCCCCCCC1CC(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4CCC(C4C(=O)NC(C(=O)O1)C(C(=O)O)O)O)CO)C(C(=O)O)O)CCCN=C(N)N)C(C)O,0.38738738738738737
NPA018920,C[C@H]([C@@H]1C(=O)N2CCC[C@@H]2C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)NC(C(=O)N4CC[C@@H]([C@H]4C(=O)N[C@H](C(=O)OC(CC(=O)N1)CCCCCCCCCCCC(C)C)C(C(=O)O)O)O)CO)[C@H](C(=O)O)O)CCCN=C(N)N)O,0.38738738738738737
NPA020038,CCC(C)CCCC/C=C/C=C/C(=O)NC(CC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C2=CC=C(C=C2)O)CCCN)C(C)O)C3=CC=C(C=C3)O)C4=CC=C(C=C4)O)C(C)O)CCCNC(=O)N)CC5CN=C(N5)N)C6=CC=C(C=C6)O)CO)C7=CC(=C(C(=C7)Cl)O)Cl)CC8CN=C(N8)N)C)C9=CC=C(C=C9)O)C,0.3870967741935484
NPA004331,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCCC[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N1)CC3=CC=CC=C3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C)C(C)C,0.3865546218487395
NPA026614,CCCCCC[C@H](C)C[C@H](C)[C@@H]1CC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)O1,0.3863636363636364
NPA021249,CCCCCCCCCCCCCCC(CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1CC2=CC=C(C=C2)OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3CCCN3C(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)O)CCC(=O)O)C(C)C)CCC(=O)N)CC4=CC=C(C=C4)O)C(C)C)O,0.3862068965517241
NPA006098,CCCCCCC[C@H](CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)N)C(=O)N[C@@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)C)CC(C)C)CO)CC(C)C)CO)CC(C)C)C)O,0.3862068965517241
NPA020042,CC1C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)C2=CC=C(C=C2)O)C)CC3CN=C(N3)N)C4=CC(=C(C(=C4)Cl)O)Cl)CO)C5=CC=C(C=C5)O)CC6CN=C(N6)N)CCCNC(=O)N)C(C)O)C7=CC=C(C=C7)O)C8=CC=C(C=C8)O)C(C)O)CCCN)C9=CC=C(C=C9)O)NC(=O)C(CC(=O)O)NC(=O)/C=C/C=C/CCCCC(C)C,0.3858695652173913
NPA028898,CC[C@H](C)[C@H]1NC(=O)[C@H](NC(=O)N[C@@H](CCCCN)C(=O)O)CCCCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](C)N(C)C(=O)[C@H](CCC2=CC=C(O)C=C2)NC1=O,0.3858267716535433
NPA005549,CCCCCC/C=C\CCC[C@H](CC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H]1CCCCNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCCCN)CCCCN)CCCCN)CCCCN)O,0.3853211009174312
NPA025830,CCCC[C@@H]1CC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)O1,0.38461538461538464
NPA018393,CC[C@@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC(C)C)CC(C)C)CC(=O)C2=CC=CC=C2N)CC(=O)N,0.38461538461538464
NPA026208,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)OC1C,0.38461538461538464
NPA026211,CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)OC1C,0.38461538461538464
NPA027633,CCCCCCCC(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(CCCCN)C(=O)NC2CCC(O)N(C2=O)C(CC2=CC=CC=C2)C(=O)N(C)C(CC2=CC=C(O)C=C2)C(=O)NC(C(C)CC)C(=O)OC1C,0.38414634146341453
NPA018120,CCCCC(C)C1CC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)C(C)C)C)CC(C)C)C(C)C,0.38372093023255816
NPA005477,CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@@H]3CSC[C@@H](N)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CC4=CNC5=CC=CC=C45)C(=O)N[C@@H](C(C)C)C(=O)N3)[C@H](C)SC[C@H](NC(=O)[C@H](CCC(=O)O)NC1=O)C(=O)NCC(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CS[C@H]2C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)CS[C@H]1C,0.38372093023255816
NPA013575,CCC(C)C1NC(=O)C(NC(=O)C2NC(=O)CNC(=O)C3CSC(C)C(NC(=O)C4CSCC(N)C(=O)NC(CO)C(=O)NCC(=O)NC(CC5=CNC6=C5C=CC=C6)C(=O)NC(C(C)C)C(=O)N4)C(=O)NC(CC(C)C)C(=O)NC(C(C)SCC(NC1=O)C(=O)NC(C)C(=O)NC(CSC2C)C(O)=O)C(=O)NC(C(C)CC)C(=O)NC(CCC(O)=O)C(=O)N3)C(C)C,0.38372093023255816
NPA001735,CCCCCC[C@H](C)[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)CC(C)C)C)CC2=CC=CC=C2,0.38372093023255816
NPA025573,CCCC[C@H](C)[C@@H]1CC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)O1,0.38372093023255816
NPA027375,CC(C)=CCO[C@@H](C)[C@H]1NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CO)NC(=O)C2=CSC(=N2)[C@H](C)NC(=O)[C@@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC2=C[NH]C3=CC=CC=C23)NC(=O)C2=CSC(=N2)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)NC(=O)C2=CSC(=N2)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](CC2=C[NH]C3=CC=CC=C23)NC1=O,0.38372093023255816
NPA009125,CCCCCCCCC[C@H](CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)[C@@H](C)CC)CC(C)C)CO)CC(C)C)CO)[C@@H](C)CC)C)O,0.3835616438356164
NPA013255,CCCCCCC[C@H](CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)[C@@H](C)CC)CC(C)C)CO)CC(C)C)CO)[C@@H](C)CC)C)O,0.3835616438356164
NPA001118,CCCCCCC[C@H](CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)CC)CC(C)C)CO)CC(C)C)CO)C(C)CC)C)O,0.3835616438356164
NPA024752,CCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)CC)CC(C)C)CO)CC(C)C)CC(C)C)CO)C(C)CC)C)O,0.3835616438356164
NPA020134,CCCCCCCCC[C@@H](CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]1C(OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)CC)CC(C)C)CO)CC(C)C)CO)C(C)CC)C)O,0.3835616438356164
NPA019821,CCCCCCCC[C@@H](CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]1C(OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)CC)CC(C)C)CO)CC(C)C)CO)C(C)CC)C)O,0.3835616438356164
NPA018690,CC[C@@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC(C)C)CC(C)C)CC2=CNC3=CC=CC=C32)CCCN)CC(=O)N,0.3834586466165413
