molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL587764,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,2.0,Active
CHEMBL3264796,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,200.0,Active
CHEMBL3264799,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCC2)c1,6.0,Active
CHEMBL3264811,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCC2)c1,4.0,Active
CHEMBL3264812,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(-c2ccccc2)c1,2.0,Active
CHEMBL3260206,C/C=C/C=C/c1nc2ccccc2n2cccc12,2400.0,Intermediate
CHEMBL3260207,C/C=C/C=C/c1nc2cc(OC)ccc2n2cccc12,3300.0,Intermediate
CHEMBL3260208,C/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,1500.0,Intermediate
CHEMBL3260209,C/C=C/C=C/c1nc2cccc(OC)c2n2cccc12,3200.0,Intermediate
CHEMBL3260210,CCC/C=C/C=C/c1nc2ccccc2n2cccc12,2500.0,Intermediate
CHEMBL3260211,CCC/C=C/C=C/c1nc2cc(OC)ccc2n2cccc12,2300.0,Intermediate
CHEMBL3260212,CCC/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,3300.0,Intermediate
CHEMBL3260213,CCC/C=C/C=C/c1nc2cccc(OC)c2n2cccc12,1600.0,Intermediate
CHEMBL3260214,CCCC/C=C/C=C/c1nc2ccccc2n2cccc12,6300.0,Intermediate
CHEMBL3260215,CCCC/C=C/C=C/c1nc2cc(OC)ccc2n2cccc12,8900.0,Intermediate
CHEMBL3260216,CCCC/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,10400.0,Inactive
CHEMBL3260217,CCCC/C=C/C=C/c1nc2cccc(OC)c2n2cccc12,9800.0,Intermediate
CHEMBL3260218,C/C=C/C=C/C=C/c1nc2ccccc2n2cccc12,10100.0,Inactive
CHEMBL3260219,C/C=C/C=C/c1nc2ccccc2n2ccc(OCC)c12,7700.0,Intermediate
CHEMBL3290638,CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)O)NC(=O)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC1=O,23000.0,Inactive
CHEMBL3290639,CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)O)NC(=O)c2cccc(c2)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC1=O,4000.0,Intermediate
CHEMBL3289159,CC(C)(C)c1ccc(C(=O)NOCCCCCC(=O)NO)cc1,90.0,Active
CHEMBL2312168,Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1,100.0,Active
CHEMBL2312167,Cc1ccc(C(=O)NOCCCCCC(=O)NO)cc1C,120.0,Active
CHEMBL2312163,CC(C)c1ccc(C(=O)NOCCCCCC(=O)NO)cc1,120.0,Active
CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,130.0,Active
CHEMBL3289160,CC(C)Oc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,150.0,Active
CHEMBL3289161,O=C(CCCCCONC(=O)c1ccc(-c2ccccc2)cc1)NO,160.0,Active
CHEMBL3289162,CCCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,170.0,Active
CHEMBL2312164,Cc1cccc(C(=O)NOCCCCCC(=O)NO)c1,190.0,Active
CHEMBL3289163,CCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,210.0,Active
CHEMBL3289164,CCCCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,210.0,Active
CHEMBL2312165,Cc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,220.0,Active
CHEMBL3289165,CCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,230.0,Active
CHEMBL3289166,CCCOc1ccccc1C(=O)NOCCCCCC(=O)NO,240.0,Active
CHEMBL3289167,CCCOc1cccc(C(=O)NOCCCCCC(=O)NO)c1,240.0,Active
CHEMBL2311803,O=C(CCCCCONC(=O)c1ccc(C(F)(F)F)cc1)NO,260.0,Active
CHEMBL3289168,CCCCc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,260.0,Active
CHEMBL3289169,CCCCCCOc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,350.0,Active
CHEMBL2311802,O=C(CCCCCONC(=O)c1ccc(F)cc1)NO,580.0,Active
CHEMBL3289170,O=C(CCCCCONC(=O)c1ccco1)NO,620.0,Active
CHEMBL3289171,O=C(CCCCCONC(=O)c1ccccc1F)NO,730.0,Active
CHEMBL2312166,Cc1ccccc1C(=O)NOCCCCCC(=O)NO,1120.0,Intermediate
CHEMBL3286858,CC(C)CN(NC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1nc(C#N)ncc1Br,18.9,Active
CHEMBL3286859,N#Cc1ncc(Br)c(N(CC2CCCC2)NC(=O)C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)n1,70.7,Active
CHEMBL3286860,N#Cc1ncc(Br)c(N(NC(=O)C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)C2CCCCC2)n1,78.5,Active
CHEMBL3286861,CC(C)CN(NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1nc(C#N)ncc1Cl,80.9,Active
CHEMBL3286862,CC(C)CN(NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1ccnc(C#N)n1,13.1,Active
CHEMBL3286863,CC(C)CN(NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)c1cc(Cl)nc(C#N)n1,28.4,Active
CHEMBL3289672,Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2nc(C(F)(F)F)nc2n1,1.8,Active
CHEMBL1738786,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,3.6,Active
CHEMBL3289670,Cc1cc(Nc2ccc(C(F)(F)F)c(F)c2)n2nc(C(C)(F)F)nc2n1,3.9,Active
CHEMBL1956290,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,6.3,Active
CHEMBL3289671,Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2nc(C(C)(F)F)nc2n1,12.0,Active
CHEMBL492529,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ncnc2n1,260.0,Active
CHEMBL123,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,350.0,Active
CHEMBL306472,Cc1nccc2c(C)c3[nH]c4ccccc4c3cc12,1200.0,Intermediate
CHEMBL3290612,Cc1c2ccncc2c(C)c2c1[nH]c1c([N+](=O)[O-])cccc12,17000.0,Inactive
CHEMBL1965543,Cc1c2c(c(C)c3c1[nH]c1ccccc13)CN(C)CC2,13000.0,Inactive
CHEMBL2359966,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,150.0,Active
CHEMBL3353298,O=c1c(-c2ccccc2)cc2ccccc2n1O,14000.0,Inactive
CHEMBL3353299,O=c1c(-c2cccc3ccccc23)cc2ccccc2n1O,2600.0,Intermediate
CHEMBL3353300,O=c1c(-c2ccc3ccccc3c2)cc2ccccc2n1O,2900.0,Intermediate
CHEMBL3353301,O=c1c(-c2ccccc2C(F)(F)F)cc2ccccc2n1O,5900.0,Intermediate
CHEMBL3353302,Cc1ccccc1-c1cc2ccccc2n(O)c1=O,3000.0,Intermediate
CHEMBL3353303,COc1ccccc1-c1cc2ccccc2n(O)c1=O,7600.0,Intermediate
CHEMBL3353304,O=c1c(-c2cccc3ccccc23)cc2cc3c(cc2n1O)OCO3,4200.0,Intermediate
CHEMBL3353305,COc1ccc2c(c1)cc(-c1cccc3ccccc13)c(=O)n2O,1300.0,Intermediate
CHEMBL3353306,COc1cc2cc(-c3cccc4ccccc34)c(=O)n(O)c2cc1OC,5000.0,Intermediate
CHEMBL3353307,O=c1c(-c2cccc3ccccc23)cc2c3c(ccc2n1O)OCO3,1900.0,Intermediate
CHEMBL3353308,O=c1c(-c2cccc3ccccc23)cc2cc(F)ccc2n1O,1100.0,Intermediate
CHEMBL3353309,O=c1c(-c2cccc3ccccc23)cc2c(F)cccc2n1O,1400.0,Intermediate
CHEMBL3353310,O=c1c(-c2cccc3ccccc23)cc2cc(O)ccc2n1O,2500.0,Intermediate
CHEMBL3353311,Cc1ccccc1-c1cc2cc3c(cc2n(O)c1=O)OCO3,4600.0,Intermediate
CHEMBL3353312,COc1ccc2c(c1)cc(-c1ccccc1C)c(=O)n2O,1300.0,Intermediate
CHEMBL3353313,COc1cc2cc(-c3ccccc3C)c(=O)n(O)c2cc1OC,5500.0,Intermediate
CHEMBL3353314,Cc1ccccc1-c1cc2c3c(ccc2n(O)c1=O)OCO3,3600.0,Intermediate
CHEMBL3353315,Cc1ccccc1-c1cc2cc(F)ccc2n(O)c1=O,4800.0,Intermediate
CHEMBL3353316,Cc1ccccc1-c1cc2c(F)cccc2n(O)c1=O,5000.0,Intermediate
CHEMBL3353317,Cc1ccccc1-c1cc2cc(O)ccc2n(O)c1=O,3500.0,Intermediate
CHEMBL453011,C=C[C@]1(C)C[C@H](C)C[C@H](C)[C@H]1c1c(O)ccn(O)c1=O,800.0,Active
CHEMBL3299078,COC(OC)c1ccc(C(=O)Nc2nc(-c3ccccn3)cs2)cc1,1475.0,Intermediate
CHEMBL3311424,Cn1cc(OCc2ccccc2)c(=O)cc1CNCCNc1ccnc2cc(Cl)ccc12,540.0,Active
CHEMBL3311425,Cn1cc(OCc2ccccc2)c(=O)cc1CNCCCNc1ccnc2cc(Cl)ccc12,580.0,Active
CHEMBL3311426,CN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(=O)c(OCc2ccccc2)cn1C,300.0,Active
CHEMBL3311427,Cn1cc(OCc2ccccc2)c(=O)cc1CNCCCCNc1ccnc2cc(Cl)ccc12,120.0,Active
CHEMBL3311428,Cn1cc(OCc2ccccc2)c(=O)cc1CNCCCCCCNc1ccnc2cc(Cl)ccc12,390.0,Active
CHEMBL3311429,O=c1cc(CNCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1OCc1ccccc1,40.0,Active
CHEMBL3311430,O=c1cc(CNCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1OCc1ccccc1,240.0,Active
CHEMBL3311431,CN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(=O)c(OCc2ccccc2)cn1C1CC1,670.0,Active
CHEMBL3311432,O=c1cc(CNCCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1OCc1ccccc1,40.0,Active
CHEMBL3311433,O=c1cc(CNCCCCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1OCc1ccccc1,190.0,Active
CHEMBL3311434,Cn1cc(O)c(=O)cc1CNCCNc1ccnc2cc(Cl)ccc12,210.0,Active
CHEMBL3309524,Cn1cc(O)c(=O)cc1CNCCCNc1ccnc2cc(Cl)ccc12,230.0,Active
CHEMBL3309525,CN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(=O)c(O)cn1C,190.0,Active
CHEMBL3309526,Cn1cc(O)c(=O)cc1CNCCCCNc1ccnc2cc(Cl)ccc12,200.0,Active
CHEMBL3309527,Cn1cc(O)c(=O)cc1CNCCCCCCNc1ccnc2cc(Cl)ccc12,150.0,Active
CHEMBL3309528,O=c1cc(CNCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1O,300.0,Active
CHEMBL3309529,O=c1cc(CNCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1O,160.0,Active
CHEMBL3309530,CN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(=O)c(O)cn1C1CC1,170.0,Active
CHEMBL3309531,O=c1cc(CNCCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1O,4.0,Active
CHEMBL3309532,O=c1cc(CNCCCCCCNc2ccnc3cc(Cl)ccc23)n(C2CC2)cc1O,30.0,Active
CHEMBL3325777,C=C(C)[C@@H]1C[C@H](OC(C)=O)C2=C(C(=O)C[C@]34CO[C@@]5(CC)CC[C@](C)(O5)[C@H]3CC[C@@]24C)[C@@]1(C)CCC(=O)OC,4000.0,Intermediate
CHEMBL3325778,C=C(C)[C@@H]1CC(=O)C2=C(C(=O)C[C@]34CO[C@@]5(CC)CC[C@](C)(O5)[C@H]3CC[C@@]24C)[C@@]1(C)CCC(=O)OC,7900.0,Intermediate
CHEMBL3326236,C=C(C)[C@@H]1C[C@H](OC(C)=O)[C@]23OC[C@]4(CC(=O)[C@@H]2[C@@]1(C)CCC(=O)OC)[C@@]3(C)CC[C@@]41O[C@@]2(CC)CC[C@]1(C)O2,1700.0,Intermediate
CHEMBL3112879,CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N(C)c5ccc(Cl)cc5)cc4)cc3)cc2)cc1.[Br-].[Br-],45.0,Active
CHEMBL3112878,CN(C)c1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N(C)c5ccc(Cl)cc5)cc4)cc3)cc2)cc1.[Br-].[Br-],5.0,Active
CHEMBL3112877,CN(C)c1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N(C)c5ccc(Cl)cc5)cc4)cc3)cc2)cc1.[Br-].[Br-],7.0,Active
CHEMBL3112876,CN(C)c1cc[n+](Cc2ccc(C[n+]3ccc(N(C)c4ccc(Cl)cc4)cc3)cc2)cc1.[Br-].[Br-],66.0,Active
CHEMBL3112875,CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],37.0,Active
CHEMBL3112874,CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],31.0,Active
CHEMBL3112873,CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],38.0,Active
CHEMBL3112872,CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-].[Br-],92.0,Active
CHEMBL3112871,CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],2.0,Active
CHEMBL3112870,CN(C)c1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],3.0,Active
CHEMBL3112869,CN(C)c1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-],3.0,Active
CHEMBL3112868,CN(C)c1cc[n+](Cc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-].[Br-],94.0,Active
CHEMBL3326567,[Br-].c1ccc(CSc2ncnc3c2ncn3Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1,54.0,Active
CHEMBL3326566,CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(Cn4cnc5c(SCc6ccccc6)ncnc54)cc3)cc2)cc1.[Br-],500.0,Active
CHEMBL3326565,[Br-].c1ccc(CSc2ncnc3c2ncn3Cc2ccc(CCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1,149.0,Active
CHEMBL3326564,CN(C)c1cc[n+](Cc2ccc(CCc3ccc(Cn4cnc5c(SCc6ccccc6)ncnc54)cc3)cc2)cc1.[Br-],92.0,Active
CHEMBL3326563,[Br-].c1ccc(CSc2ncnc3c2ncn3Cc2ccc(-c3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1,119.0,Active
CHEMBL3326562,CN(C)c1cc[n+](Cc2ccc(-c3ccc(Cn4cnc5c(SCc6ccccc6)ncnc54)cc3)cc2)cc1.[Br-],3223.0,Intermediate
CHEMBL3326561,[Br-].c1ccc(CSc2ncnc3c2ncn3Cc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1,411.0,Active
CHEMBL3326560,CN(C)c1cc[n+](Cc2ccc(Cn3cnc4c(SCc5ccccc5)ncnc43)cc2)cc1.[Br-],122.0,Active
CHEMBL1951752,Nc1ncn(Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)c2ncnc1-2.[Br-],84.0,Active
CHEMBL1951751,CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(Cn4cnc(N)c5ncnc4-5)cc3)cc2)cc1.[Br-],930.0,Active
CHEMBL1951750,Nc1ncn(Cc2ccc(CCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)c2ncnc1-2.[Br-],210.0,Active
CHEMBL1951749,CN(C)c1cc[n+](Cc2ccc(-c3ccc(Cn4cnc(N)c5ncnc4-5)cc3)cc2)cc1.[Br-],949.0,Active
CHEMBL1951748,CN(C)c1cc[n+](Cc2ccc(Cn3cnc(N)c4ncnc3-4)cc2)cc1.[Br-],22700000.0,Inactive
CHEMBL1951747,Nc1ncnc2c1ncn2Cc1ccc(CCCCc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-],460.0,Active
CHEMBL1951746,CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(Cn4cnc5c(N)ncnc54)cc3)cc2)cc1.[Br-],162.0,Active
CHEMBL1951745,Nc1ncnc2c1ncn2Cc1ccc(CCc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-],93.0,Active
CHEMBL1951744,CN(C)c1cc[n+](Cc2ccc(CCc3ccc(Cn4cnc5c(N)ncnc54)cc3)cc2)cc1.[Br-],191.0,Active
CHEMBL1951743,Nc1ncnc2c1ncn2Cc1ccc(-c2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-],191.0,Active
CHEMBL1951742,CN(C)c1cc[n+](Cc2ccc(-c3ccc(Cn4cnc5c(N)ncnc54)cc3)cc2)cc1.[Br-],4840.0,Intermediate
CHEMBL1951741,Nc1ncnc2c1ncn2Cc1ccc(C[n+]2ccc(N3CCCC3)cc2)cc1.[Br-],6432.0,Intermediate
CHEMBL1951740,CN(C)c1cc[n+](Cc2ccc(Cn3cnc4c(N)ncnc43)cc2)cc1.[Br-],14307.0,Inactive
CHEMBL3309599,CN1CCN(C(=O)CC[C@H](Cc2ccccc2)Nc2ccnc3cc(Cl)ccc23)CC1,11.51,Active
CHEMBL3309598,CN1CCN(C(=O)C[C@H](Cc2ccccc2)Nc2ccnc3cc(Cl)ccc23)CC1,19.24,Active
CHEMBL3309597,CC[C@H](C)[C@@H](CC(=O)N1CCN(C)CC1)Nc1ccnc2cc(Cl)ccc12,33.03,Active
CHEMBL3309582,CCN(CC)CCNC(=O)[C@H](C)Nc1ccnc2cc(Cl)ccc12,35.37,Active
CHEMBL3309592,CN1CCN(C(=O)CCNc2ccnc3cc(Cl)ccc23)CC1,35.89,Active
CHEMBL3309596,CC(C)[C@H](CC(=O)N1CCN(C)CC1)Nc1ccnc2cc(Cl)ccc12,44.12,Active
CHEMBL3309594,CN1CCN(C(=O)C[C@H](Nc2ccnc3cc(Cl)ccc23)C(=O)N2CCN(C)CC2)CC1,47.94,Active
CHEMBL3309585,CSCC[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,58.4,Active
CHEMBL3309591,CC(C)C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,60.16,Active
CHEMBL3309581,C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)NCCN1CCCCC1,64.09,Active
CHEMBL3309593,CN1CCN(C(=O)CCCNc2ccnc3cc(Cl)ccc23)CC1,65.06,Active
CHEMBL3309577,C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,73.79,Active
CHEMBL3309578,CCN(CC)CCCNC(=O)[C@H](C)Nc1ccnc2cc(Cl)ccc12,82.64,Active
CHEMBL3309587,CC[C@H](C)[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,83.82,Active
CHEMBL3309584,CN1CCN(C(=O)[C@H](Cc2ccccc2)Nc2ccnc3cc(Cl)ccc23)CC1,108.9,Active
CHEMBL3309595,CN1CCN(C(=O)CC[C@H](Nc2ccnc3cc(Cl)ccc23)C(=O)N2CCN(C)CC2)CC1,113.3,Active
CHEMBL3309588,CN1CCN(C(=O)[C@H](CO)Nc2ccnc3cc(Cl)ccc23)CC1,116.2,Active
CHEMBL3309580,C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)NCCCN(C)C,142.22,Active
CHEMBL3309589,C[C@H](O)[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,142.5,Active
CHEMBL3309583,CN1CCN(C(=O)CNc2ccnc3cc(Cl)ccc23)CC1,149.37,Active
CHEMBL3309590,CN1CCN(C(=O)[C@H](Cc2c[nH]c3ccccc23)Nc2ccnc3cc(Cl)ccc23)CC1,223.1,Active
CHEMBL3309586,CC(C)[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(C)CC1,270.8,Active
CHEMBL3309579,C[C@H](Nc1ccnc2cc(Cl)ccc12)C(=O)N1CCN(c2ccccc2)CC1,500.0,Active
CHEMBL579223,O=C1C(c2ccc(Cl)cc2)=[N+]([O-])c2cc3c(cc21)OCO3,58.0,Active
CHEMBL1766465,C=CC[C@](C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCCCC,31000.0,Inactive
CHEMBL3344516,O=C1c2ccccc2-c2c1c(NCCN1CCCCC1)nc1ccc(Cl)cc21,1713.0,Intermediate
CHEMBL3344517,O=C1c2ccccc2-c2c1c(NCCN1CCCCC1)nc1cc(Cl)ccc21,2339.0,Intermediate
CHEMBL3344518,O=C1c2ccccc2-c2c1c(NCCN1CCOCC1)nc1cc(Cl)ccc21,6775.0,Intermediate
CHEMBL3344519,CN1CCN(CCNc2nc3ccc(Cl)cc3c3c2C(=O)c2ccccc2-3)CC1,1031.0,Intermediate
CHEMBL3344523,O/N=C1\c2ccccc2-c2c1c(NCCN1CCCCC1)nc1ccc(Cl)cc21,843.0,Active
CHEMBL3344524,O/N=C1\c2ccccc2-c2c1c(NCCN1CCCCC1)nc1cc(Cl)ccc21,530.0,Active
CHEMBL3344525,O/N=C1\c2ccccc2-c2c1c(NCCN1CCOCC1)nc1cc(Cl)ccc21,5390.0,Intermediate
CHEMBL3344526,CN1CCN(CCNc2nc3ccc(Cl)cc3c3c2/C(=N/O)c2ccccc2-3)CC1,818.0,Active
CHEMBL38827,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,12.0,Active
CHEMBL216579,O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,16900.0,Inactive
CHEMBL2164256,Cc1ccc(C(CCC(=O)N(C)O)P(=O)(O)O)cc1,210.0,Active
CHEMBL3342258,Cc1ccc(C(CCC(=O)NO)P(=O)(O)O)cc1,2600.0,Intermediate
CHEMBL3341763,COc1ccc(C(CCC(=O)N(C)O)P(=O)(O)O)cc1,100.0,Active
CHEMBL3342259,COc1ccc(C(CCC(=O)NO)P(=O)(O)O)cc1,1700.0,Intermediate
CHEMBL3342260,COc1ccc(C(CCC(=O)N(C)O)P(=O)(O)O)cc1OC,290.0,Active
CHEMBL3342261,COc1ccc(C(CCC(=O)NO)P(=O)(O)O)cc1OC,6800.0,Intermediate
CHEMBL3342262,COc1ccc(C(OCC(=O)N(C)O)P(=O)(O)O)cc1,310.0,Active
CHEMBL3342263,COc1ccc(C(OCC(=O)NO)P(=O)(O)O)cc1,50000.0,Inactive
CHEMBL3342264,CN(O)C(=O)CCCC(c1ccccc1)P(=O)(O)O,50000.0,Inactive
CHEMBL3342265,CN(O)C(=O)CCC(NC(=O)c1ccccc1)P(=O)(O)O,50000.0,Inactive
CHEMBL3342266,O=C(CCC(NC(=O)c1ccccc1)P(=O)(O)O)NO,50000.0,Inactive
CHEMBL3342267,O=C(CCC(c1ccccc1)P(=O)(O)O)Nc1ccccc1O,50000.0,Inactive
CHEMBL3342268,O=P(O)(O)CCC(c1cccc2ccccc12)P(=O)(O)O,50000.0,Inactive
CHEMBL3359690,CC(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,619.0,Active
CHEMBL3359688,CC(C)(C)OC(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,783.0,Active
CHEMBL3359692,CC(C)C(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,532.0,Active
CHEMBL3359691,CCC(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,455.0,Active
CHEMBL3359693,CC(C)(C)C(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,227.0,Active
CHEMBL3359694,CC(C)(C)NC(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,597.0,Active
CHEMBL3359696,O=C(NC(C(=O)NO)c1ccc(-n2cccn2)cc1)c1ccccc1F,351.0,Active
CHEMBL3359697,O=C(NC(C(=O)NO)c1ccc(-n2cccn2)cc1)c1cccc(F)c1,429.0,Active
CHEMBL3359698,O=C(NC(C(=O)NO)c1ccc(-n2cccn2)cc1)c1ccc(F)cc1,703.0,Active
CHEMBL3359699,Nc1cccc(C(=O)NC(C(=O)NO)c2ccc(-n3cccn3)cc2)c1,233.0,Active
CHEMBL3359700,Nc1ccc(C(=O)NC(C(=O)NO)c2ccc(-n3cccn3)cc2)cc1,228.0,Active
CHEMBL3338936,O=S1(=O)C[C@H]2[C@@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)c2c1ccc1ccccc21,100000.0,Inactive
CHEMBL3338935,Cc1cccc2c1S(=O)(=O)C[C@H]1[C@H]2O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,3400.0,Intermediate
CHEMBL3338934,CC(C)(C)c1ccc2c(c1)[C@@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,100000.0,Inactive
CHEMBL3338933,COc1ccc2c(c1)[C@@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,2500.0,Intermediate
CHEMBL3338932,Cc1ccc2c(c1)[C@@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2(=O)=O,2340.0,Intermediate
