molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3219897,CN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(Nc3cccc(F)c3)n2)CC1,0.0228,Active
CHEMBL3219898,CCN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(Nc3cccc(F)c3)n2)CC1,0.00247,Active
CHEMBL3219899,Fc1cccc(Nc2nc(NCCN3CCOCC3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)c1,0.04002,Active
CHEMBL3219900,Fc1cccc(Nc2nc(NCCCN3CCOCC3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)c1,0.0013599999999999999,Active
CHEMBL3219901,Fc1cccc(Nc2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(N3CCCCC3)n2)c1,0.1287,Active
CHEMBL3219902,CN1CCN(c2nc(Nc3ccc(F)cc3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)CC1,0.00897,Active
CHEMBL3219903,CCN1CCN(c2nc(Nc3ccc(F)cc3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)CC1,0.01111,Active
CHEMBL3219904,Fc1ccc(Nc2nc(NCCN3CCOCC3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)cc1,0.00981,Active
CHEMBL3219905,Fc1ccc(Nc2nc(NCCCN3CCOCC3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)cc1,0.015819999999999997,Active
CHEMBL3217778,Fc1ccc(Nc2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(N3CCCCC3)n2)cc1,0.04175,Active
CHEMBL3219906,CN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(Nc3cccc(Cl)c3)n2)CC1,0.0024100000000000002,Active
CHEMBL3219907,CCN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(Nc3cccc(Cl)c3)n2)CC1,0.0021100000000000003,Active
CHEMBL3219908,Clc1cccc(Nc2nc(NCCN3CCOCC3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)c1,0.0306,Active
CHEMBL3219909,Clc1cccc(Nc2nc(NCCCN3CCOCC3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)c1,0.0038200000000000005,Active
CHEMBL3219910,CN1CCN(c2nc(Nc3ccc(Cl)cc3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)CC1,0.0078,Active
CHEMBL3219911,CCN1CCN(c2nc(Nc3ccc(Cl)cc3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)CC1,0.00414,Active
CHEMBL3219912,Clc1ccc(Nc2nc(NCCCN3CCOCC3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)cc1,0.00463,Active
CHEMBL3219913,COc1cccc(Nc2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(N3CCN(C)CC3)n2)c1,0.00426,Active
CHEMBL3219914,CCN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(Nc3cccc(OC)c3)n2)CC1,0.0089,Active
CHEMBL3219915,COc1cccc(Nc2nc(NCCCN3CCOCC3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)c1,0.00298,Active
CHEMBL3219916,CCN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(Nc3ccc(OC)cc3)n2)CC1,0.00426,Active
CHEMBL3219917,COc1ccc(Nc2nc(NCCCN3CCOCC3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)cc1,0.00381,Active
CHEMBL3219918,COc1ccc(Nc2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(N3CCN(C)CC3)n2)cc1OC,0.00504,Active
CHEMBL3219919,CCN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(Nc3ccc(OC)c(OC)c3)n2)CC1,0.0025800000000000003,Active
CHEMBL3219920,COc1ccc(Nc2nc(NCCCN3CCOCC3)nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)n2)cc1OC,0.00458,Active
CHEMBL3219921,CN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(N3CCCc4ccccc43)n2)CC1,0.01264,Active
CHEMBL3219922,CCN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(N3CCCc4ccccc43)n2)CC1,0.02084,Active
CHEMBL3219923,Clc1ccc2c(Nc3ccc(Nc4nc(NCCN5CCOCC5)nc(N5CCCc6ccccc65)n4)cc3)ccnc2c1,0.01735,Active
CHEMBL3219924,Clc1ccc2c(Nc3ccc(Nc4nc(NCCCN5CCOCC5)nc(N5CCCc6ccccc65)n4)cc3)ccnc2c1,0.0147,Active
CHEMBL3219925,CN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(N3CCc4ccccc4C3)n2)CC1,0.02812,Active
CHEMBL3219926,CCN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(N3CCc4ccccc4C3)n2)CC1,0.01212,Active
CHEMBL3219927,Clc1ccc2c(Nc3ccc(Nc4nc(NCCN5CCOCC5)nc(N5CCc6ccccc6C5)n4)cc3)ccnc2c1,0.04521,Active
CHEMBL3219928,Clc1ccc2c(Nc3ccc(Nc4nc(NCCCN5CCOCC5)nc(N5CCc6ccccc6C5)n4)cc3)ccnc2c1,0.020319999999999998,Active
CHEMBL3219929,CN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(N3CCOCC3)n2)CC1,0.00322,Active
CHEMBL3219930,CCN1CCN(c2nc(Nc3ccc(Nc4ccnc5cc(Cl)ccc45)cc3)nc(N3CCOCC3)n2)CC1,0.00216,Active
CHEMBL3219931,Clc1ccc2c(Nc3ccc(Nc4nc(NCCN5CCOCC5)nc(N5CCOCC5)n4)cc3)ccnc2c1,0.00587,Active
CHEMBL3219932,Clc1ccc2c(Nc3ccc(Nc4nc(NCCCN5CCOCC5)nc(N5CCOCC5)n4)cc3)ccnc2c1,0.0027600000000000003,Active
CHEMBL3235642,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,20.34,Active
CHEMBL3235650,Clc1ccc(Cl)c(Oc2ccc(N/C(=N/c3ccccc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)c1,23.12,Active
CHEMBL3235657,Clc1ccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)cc1,29.02,Active
CHEMBL3235643,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,31.23,Active
CHEMBL3235666,COc1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,33.7,Active
CHEMBL3235641,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCNc2ccnc3cc(Cl)ccc23)cc1,34.87,Active
CHEMBL3235659,COc1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,36.63,Active
CHEMBL3235632,COc1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,37.56,Active
CHEMBL3235674,COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,38.51,Active
CHEMBL3235649,Clc1ccc(Cl)c(Oc2ccc(N/C(=N/c3ccccc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)c1,39.45,Active
CHEMBL3235627,COc1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCNc2ccnc3cc(Cl)ccc23)cc1,42.0,Active
CHEMBL3235270,Clc1ccc(Cl)c(Oc2ccccc2N/C(=N/c2ccccc2)NCCNc2ccnc3cc(Cl)ccc23)c1,42.47,Active
CHEMBL3235673,COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,43.09,Active
CHEMBL3235630,COc1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCNc2ccnc3cc(Cl)ccc23)cc1,43.42,Active
CHEMBL3235655,Clc1ccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)cc1,43.97,Active
CHEMBL3235670,COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,48.86,Active
CHEMBL3235662,COc1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,49.6,Active
CHEMBL3235646,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCNc2ccnc3cc(Cl)ccc23)cc1,51.51,Active
CHEMBL3235672,COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,51.93,Active
CHEMBL3233039,COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,56.37,Active
CHEMBL3235276,Clc1ccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)cc1,58.08,Active
CHEMBL3235652,Clc1cccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)c1,62.75,Active
CHEMBL3235664,COc1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,69.03,Active
CHEMBL3235273,Clc1cccc(/N=C(\NCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)c1,69.56,Active
CHEMBL3235667,COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,70.35,Active
CHEMBL3235647,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,74.48,Active
CHEMBL3235271,Clc1ccc(Cl)c(Oc2ccccc2N/C(=N/c2ccccc2)NCCCNc2ccnc3cc(Cl)ccc23)c1,74.73,Active
CHEMBL3235663,COc1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,75.68,Active
CHEMBL3235653,Clc1cccc(/N=C(\NCCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)c1,76.24,Active
CHEMBL3235668,COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,78.18,Active
CHEMBL3235671,COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,78.18,Active
CHEMBL3235660,COc1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,86.01,Active
CHEMBL3235277,Clc1ccc(/N=C(\NCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)cc1,87.2,Active
CHEMBL3235274,Clc1cccc(/N=C(\NCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)c1,87.68,Active
CHEMBL3235661,COc1ccc(Oc2ccc(N/C(=N/c3cccc(Cl)c3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,88.73,Active
CHEMBL3235669,COC(=O)/C(C)=C/c1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,94.42,Active
CHEMBL3235648,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,96.79,Active
CHEMBL3235633,COc1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCNc2ccnc3cc(Cl)ccc23)cc1,103.24,Active
CHEMBL3235629,COc1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,109.0,Active
CHEMBL3235628,COc1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,120.3,Active
CHEMBL3235635,COc1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,123.88,Active
CHEMBL3235654,Clc1cccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)c1,126.0,Active
CHEMBL3235275,Clc1cccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)c1,148.87,Active
CHEMBL3235637,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,174.5,Active
CHEMBL3235272,Clc1ccc(Cl)c(Oc2ccccc2N/C(=N/c2ccccc2)NCCCCNc2ccnc3cc(Cl)ccc23)c1,194.41,Active
CHEMBL3235665,COc1ccc(Oc2ccc(N/C(=N/c3ccc(Cl)cc3)NCCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,204.1,Active
CHEMBL3235634,COc1ccc(Oc2ccccc2N/C(=N/c2ccc(Cl)cc2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,240.82,Active
CHEMBL3235638,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCCCNc2ccnc3cc(Cl)ccc23)cc1,287.0,Active
CHEMBL3235651,Clc1ccc(Cl)c(Oc2ccc(N/C(=N/c3ccccc3)NCCCCNc3ccnc4cc(Cl)ccc34)cc2)c1,307.4,Active
CHEMBL3235631,COc1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCNc2ccnc3cc(Cl)ccc23)cc1,369.18,Active
CHEMBL3235278,Clc1ccc(/N=C(\NCCCCNc2ccnc3cc(Cl)ccc23)Nc2ccccc2Oc2cc(Cl)ccc2Cl)cc1,653.5,Active
CHEMBL3235639,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCc2ccccc2)cc1,1200.0,Intermediate
CHEMBL3235640,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NC2CC2)cc1,1200.0,Intermediate
CHEMBL3235645,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NC2CC2)cc1,1200.0,Intermediate
CHEMBL3235636,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2ccccc2)NCCNc2ccnc3cc(Cl)ccc23)cc1,800.0,Active
CHEMBL3235644,COC(=O)/C(C)=C/c1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCc2ccccc2)cc1,800.0,Active
CHEMBL3235656,Clc1ccc(/N=C(\NCCCNc2ccnc3cc(Cl)ccc23)Nc2ccc(Oc3cc(Cl)ccc3Cl)cc2)cc1,800.0,Active
CHEMBL3235658,COc1ccc(Oc2ccc(N/C(=N/c3ccccc3)NCCNc3ccnc4cc(Cl)ccc34)cc2)cc1,900.0,Active
CHEMBL288084,CCCC(=O)NCCc1c[nH]c2ccc(OC)cc12,19170.0,Inactive
CHEMBL3233984,CCCCCC(=O)NCCc1c[nH]c2ccc(OC)cc12,19100.0,Inactive
CHEMBL3233985,COc1ccc2[nH]cc(CCNC(=O)c3ccccc3)c2c1,2930.0,Intermediate
CHEMBL1082723,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,10.0,Active
CHEMBL3236230,O=C(NCc1ccc(C(F)(F)F)cc1)Nc1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236229,O=C(NCc1ccccc1C(F)(F)F)Nc1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236231,O=C(NCCC(c1ccccc1)c1ccccc1)Nc1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236232,O=C(Nc1ncccc1OCc1ccccc1)Nc1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236233,CC(C)N(Cc1ccccc1)C(=O)Nc1cnc2ccccn2c1=O,70000.0,Inactive
CHEMBL3236234,Cc1ccn2c(=O)c(NC(=O)N(Cc3ccccc3)C(C)C)cnc2c1,100000.0,Inactive
CHEMBL3236235,O=C(NCc1cccs1)Nc1cnc2ccc(Cl)cn2c1=O,100000.0,Inactive
CHEMBL3236236,COCCNC(=O)Nc1cnc2ccc(Cl)cn2c1=O,100000.0,Inactive
CHEMBL3236237,O=C(NCc1ccc(C(F)(F)F)cc1)Nc1cnc2ccc(Cl)cn2c1=O,100000.0,Inactive
CHEMBL3236238,O=C(NCc1cccc(C(F)(F)F)c1)Nc1cnc2ccc(Cl)cn2c1=O,100000.0,Inactive
CHEMBL3236239,O=C(NCc1ccccc1C(F)(F)F)Nc1cnc2ccc(Cl)cn2c1=O,100000.0,Inactive
CHEMBL3236240,CC(C)N(Cc1ccccc1)C(=O)Nc1cnc2ccc(Cl)cn2c1=O,100000.0,Inactive
CHEMBL3236241,O=C(NC1CC1)c1cccnc1N1CCN(C(=O)Nc2cnc3ccccn3c2=O)CC1,100000.0,Inactive
CHEMBL3236242,CC(C)(C)OC(=O)N1CCN(C(=O)Nc2cnc3ccc(Cl)cn3c2=O)CC1,100000.0,Inactive
CHEMBL3236243,O=C(Nc1cnc2ccc(Cl)cn2c1=O)N1CCN(C(=O)c2ccco2)CC1,100000.0,Inactive
CHEMBL3236244,O=C(Nc1cnc2ccccn2c1=O)OCc1cccc(F)c1,33000.0,Inactive
CHEMBL3236245,O=C(Nc1cnc2ccccn2c1=O)OCc1ccc2c(c1)OCO2,100000.0,Inactive
CHEMBL3236246,O=C(Nc1cnc2ccc(Cl)cn2c1=O)OCc1ccccn1,100000.0,Inactive
CHEMBL3236247,O=C(Nc1cnc2ccc(Cl)cn2c1=O)OCc1cccnc1,100000.0,Inactive
CHEMBL3236248,O=C(Nc1cnc2ccc(Cl)cn2c1=O)OCc1cccc(F)c1,100000.0,Inactive
CHEMBL3236249,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)Nc1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236250,NC(=O)[C@H](Cc1ccccc1)NC(=O)Nc1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236251,CC(C)C[C@H](NC(=O)Nc1cnc2ccccn2c1=O)C(N)=O,100000.0,Inactive
CHEMBL3236252,N#C[C@H](Cc1ccccc1)NC(=O)Nc1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236253,CC(C)C[C@@H](C#N)NC(=O)Nc1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236254,COc1ccc(CNC(=O)c2cnc3ccccn3c2=O)cc1,100000.0,Inactive
CHEMBL3236255,O=C(NCc1cccc(F)c1)c1cnc2ccccn2c1=O,43000.0,Inactive
CHEMBL3236256,O=C(NCc1ccccc1C(F)(F)F)c1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236257,O=C(NCc1cccc(C(F)(F)F)c1)c1cnc2ccccn2c1=O,65000.0,Inactive
CHEMBL3236258,O=C(NCc1ccc(C(F)(F)F)cc1)c1cnc2ccccn2c1=O,37000.0,Inactive
CHEMBL3236259,O=C(NCc1ccc(F)cc1F)c1cnc2ccccn2c1=O,59000.0,Inactive
CHEMBL3236260,O=C(NCCN1CCOCC1)c1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236261,CCCCCOc1cccnc1NC(=O)c1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236262,O=C(Nc1ncccc1OCc1ccccc1)c1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236263,Cc1noc(C)c1NC(=O)c1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236264,COc1ccc(C(C)NC(=O)c2cnc3ccccn3c2=O)cc1,100000.0,Inactive
CHEMBL3236265,O=C(NC1CCN(Cc2ccccc2)CC1)c1cnc2ccccn2c1=O,100000.0,Inactive
CHEMBL3236266,O=C(c1cnc2ccccn2c1=O)N(Cc1ccccc1F)C1CC1,100000.0,Inactive
CHEMBL3236267,Cc1ccn2c(=O)c(C(=O)NCc3ccc(C(F)(F)F)cc3)cnc2c1,70000.0,Inactive
CHEMBL3236268,COc1ccc(-c2ccc3ncc(C(=O)NCc4cccc(F)c4)c(=O)n3c2)cc1,100000.0,Inactive
CHEMBL3233045,COc1ccc(-c2ccc3ncc(C(=O)NCc4ccc(C(F)(F)F)cc4)c(=O)n3c2)cc1,100000.0,Inactive
CHEMBL3236269,COc1ccc(-c2ccc3ncc(C(=O)NCC4CCCO4)c(=O)n3c2)cc1,100000.0,Inactive
CHEMBL3238448,CCOC(=O)C(=CNc1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1)C(=O)OCC,16000.0,Inactive
CHEMBL3238449,CCOC(=O)C(=CNc1ccc2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)nc2c1)C(=O)OCC,21300.0,Inactive
CHEMBL3238450,CCOC(=O)c1cnc2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1O,29800.0,Inactive
CHEMBL3238451,CCOC(=O)c1cnc2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1O,15700.0,Inactive
CHEMBL3238452,CCOC(=O)c1cn(CC)c2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1=O,15400.0,Inactive
CHEMBL3238453,CCOC(=O)c1cn(CC(F)(F)F)c2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1=O,13100.0,Inactive
CHEMBL3238454,CCCCn1cc(C(=O)OCC)c(=O)c2c3nc(-c4ccccc4)c(-c4ccccc4)nc3ccc21,9170.0,Intermediate
CHEMBL3238456,CCOC(=O)c1cn(Cc2ccc(F)cc2)c2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2c1=O,6940.0,Intermediate
CHEMBL3238458,CCOC(=O)c1cn(CC)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,32200.0,Inactive
CHEMBL3238459,CCOC(=O)c1cn(CC(F)(F)F)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,3920.0,Intermediate
CHEMBL3238460,CCCCn1cc(C(=O)OCC)c(=O)c2c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3ccc21,50000.0,Inactive
CHEMBL3238461,C#CCn1cc(C(=O)OCC)c(=O)c2c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3ccc21,18700.0,Inactive
CHEMBL3238462,CCOC(=O)c1cn(Cc2ccc(F)cc2)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,7590.0,Intermediate
CHEMBL3233221,CCOC(=O)c1cn(Cc2ccc(C(F)(F)F)cc2)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,50000.0,Inactive
CHEMBL3233228,CCn1cc(C(=O)O)c(=O)c2c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3ccc21,50000.0,Inactive
CHEMBL3233229,O=C(O)c1cn(CC(F)(F)F)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,50000.0,Inactive
CHEMBL3233230,CCCCn1cc(C(=O)O)c(=O)c2c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3ccc21,40400.0,Inactive
CHEMBL3233231,C#CCn1cc(C(=O)O)c(=O)c2c3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3ccc21,50000.0,Inactive
CHEMBL3233232,O=C(O)c1cn(Cc2ccc(F)cc2)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,50000.0,Inactive
CHEMBL3233233,O=C(O)c1cn(Cc2ccc(C(F)(F)F)cc2)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2c1=O,50000.0,Inactive
CHEMBL561057,CC(C)=CCC/C(C)=C/CNCCNC1C2CC3CC(C2)CC1C3,3000.0,Intermediate
CHEMBL3261880,CC(C)=CCC/C(C)=C/CNCCOC1C2CC3CC(C2)CC1C3,2400.0,Intermediate
CHEMBL3261881,CC(C)=CCC/C(C)=C/COCCNC1C2CC3CC(C2)CC1C3,2800.0,Intermediate
CHEMBL3261882,CC(C)=CCC/C(C)=C/COCCOC1C2CC3CC(C2)CC1C3,24000.0,Inactive
CHEMBL3261883,CC(C)=CCC/C(C)=C/CNCCCOC1C2CC3CC(C2)CC1C3,2400.0,Intermediate
CHEMBL3261884,CC(C)=CCC/C(C)=C/C[N+](C)(C)CCOC1C2CC3CC(C2)CC1C3.[I-],160.0,Active
CHEMBL3261885,CC(C)=CCC/C(C)=C/CNC(=O)COC1C2CC3CC(C2)CC1C3,18000.0,Inactive
CHEMBL3261886,CC(C)=CCC/C(C)=C/COCC(=O)NC1C2CC3CC(C2)CC1C3,11000.0,Inactive
CHEMBL3261887,CC(C)=CCC/C(C)=C/CNCCOC(C)(C)C,13000.0,Inactive
CHEMBL3261888,CC(C)=CCC/C(C)=C/CNCCOc1ccccc1,51000.0,Inactive
CHEMBL3261889,CC(C)=CCC/C(C)=C/CNCCOc1cccc2ccccc12,309000.0,Inactive
CHEMBL3261890,CC(C)=CCC/C(C)=C/CNCCO[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,6000.0,Intermediate
CHEMBL3261931,C/C=C1/CN2CC[C@]34c5ccccc5N5[C@H]3[C@H]([C@H](O)[C@@H]3C(=O)N6c7ccccc7[C@]78CCN9C/C(=C/C)[C@H](C[C@H]97)[C@@H]([C@H]68)[C@H]35)[C@H]1C[C@H]24,1100.0,Intermediate
CHEMBL3261932,C/C=C1/CN2CC[C@@]34c5ccccc5N5C6=C7[C@H]8C[C@@H]9N(C/C8=C/C)[C@@H](C8=C[C@@H]%10[C@@H]%11N(C8=O)c8ccccc8[C@@]%118CCN%11C/C(=C/C)[C@@H]%10C[C@H]%118)C[C@@]98c9ccccc9N(C6=C([C@H]1C[C@H]23)[C@H]54)[C@@H]78,600.0,Active
